@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
4075,'2020/12/08 21:22:54:817',15,0.00152,0.00592,-0.001049,0.018097,0.004899,0.011058,-0.029729,-1.560564,-1.108918,2
4076,'2020/12/08 21:22:54:871',15,-0.002831,-0.000837,0.003468,0.008534,0.004945,-0.006264,-0.030367,-1.559358,-1.108528,2
4077,'2020/12/08 21:22:54:921',15,0.006839,-0.003715,0.007487,-0.013586,-0.0031,0.005166,-0.030163,-1.559749,-1.109664,2
4078,'2020/12/08 21:22:54:973',15,0.012302,-0.006592,0.000838,0.001079,0.014173,0.007679,-0.030339,-1.55892,-1.110041,2
4079,'2020/12/08 21:22:55:026',15,-0.004174,0.004816,0.003673,-0.024481,0.018405,-0.012124,-0.03036,-1.559305,-1.112077,2
4080,'2020/12/08 21:22:55:080',15,0.009166,-0.000004,-0.00803,0.021341,0.007352,0.002174,-0.030114,-1.558984,-1.112411,2
4081,'2020/12/08 21:22:55:132',15,-0.000433,-0.001277,0.004403,-0.041581,-0.002926,-0.048597,-0.029037,-1.558728,-1.112478,2
4082,'2020/12/08 21:22:55:192',15,0.024376,-0.011792,-0.010133,0.006671,0.009107,0.02995,-0.028351,-1.558219,-1.114014,2
4083,'2020/12/08 21:22:55:238',15,-0.006586,0.01499,-0.00524,-0.033253,-0.021143,-0.009936,-0.029494,-1.558316,-1.114681,2
4084,'2020/12/08 21:22:55:288',15,0.009571,-0.009557,-0.004026,0.041188,0.013452,-0.009302,-0.028298,-1.55785,-1.114378,2
4085,'2020/12/08 21:22:55:343',15,0.005355,0.001962,0.004401,-0.036833,-0.009299,0.007806,-0.02946,-1.557723,-1.11416,2
4086,'2020/12/08 21:22:55:394',15,0.013503,-0.00642,-0.005568,0.040371,0.008044,0.016642,-0.029419,-1.557575,-1.113711,2
4087,'2020/12/08 21:22:55:449',15,0.00001,0.004184,-0.001666,-0.005508,-0.00819,-0.015606,-0.030092,-1.557639,-1.113347,2
4088,'2020/12/08 21:22:55:500',15,-0.006455,0.003193,-0.002088,0.006195,0.015474,-0.004081,-0.029465,-1.557741,-1.113528,2
4089,'2020/12/08 21:22:55:553',15,0.010995,-0.00044,0.002124,0.010897,0.000762,-0.007951,-0.029359,-1.557055,-1.112518,2
4090,'2020/12/08 21:22:55:607',15,0.009806,-0.001563,0.001532,-0.01414,0.010243,0.007646,-0.029246,-1.556929,-1.1132,2
4091,'2020/12/08 21:22:55:666',15,0.0109,-0.002495,0.00171,0.016528,-0.006158,-0.002764,-0.029034,-1.557193,-1.113051,2
4092,'2020/12/08 21:22:55:710',15,0.004177,-0.004249,0.001188,-0.020497,0.014595,0.004634,-0.029186,-1.556891,-1.113633,2
4093,'2020/12/08 21:22:55:763',15,0.006113,0.004238,-0.002474,0.008435,-0.014438,-0.009965,-0.028679,-1.556815,-1.113812,2
4094,'2020/12/08 21:22:55:834',15,0.002647,-0.006246,0.005339,0.078621,0.127538,0.052693,-0.028787,-1.553883,-1.11198,2
4095,'2020/12/08 21:22:55:868',15,-0.001137,0.008382,-0.00906,-0.076714,-0.034175,-0.030579,-0.032059,-1.548822,-1.110595,2
4096,'2020/12/08 21:22:55:921',15,0.026737,-0.007375,-0.006084,0.028719,-0.027075,-0.025191,-0.028222,-1.551908,-1.111902,2
4097,'2020/12/08 21:22:55:974',15,0.007636,-0.000009,0.000408,-0.021778,0.011426,0.026498,-0.030134,-1.55103,-1.111018,2
4098,'2020/12/08 21:22:56:026',15,-0.00408,0.005923,0.002458,-0.013317,-0.034441,-0.048741,-0.028146,-1.552132,-1.112427,2
4099,'2020/12/08 21:22:56:079',15,-0.008718,0.000554,0.004723,0.0197,0.018133,-0.032093,-0.027251,-1.552485,-1.111752,2
4100,'2020/12/08 21:22:56:132',15,0.009908,-0.009952,0.008857,-0.035206,0.000596,-0.032537,-0.025152,-1.552518,-1.112956,2
4101,'2020/12/08 21:22:56:184',15,0.008472,0.000935,-0.001779,-0.01603,0.002097,-0.010658,-0.024611,-1.552503,-1.114233,2
4102,'2020/12/08 21:22:56:236',15,0.009428,0.002416,-0.005402,-0.0138,-0.016921,-0.004647,-0.023638,-1.553322,-1.115397,2
4103,'2020/12/08 21:22:56:289',15,0.000546,0.002707,-0.003864,0.019448,0.024652,0.014129,-0.023952,-1.552971,-1.115535,2
4104,'2020/12/08 21:22:56:341',15,0.005299,-0.00377,-0.003334,0.02651,0.017028,0.00324,-0.0246,-1.551738,-1.113937,2
4105,'2020/12/08 21:22:56:395',15,0.008849,-0.005716,-0.000858,-0.010595,0.012908,-0.024085,-0.024166,-1.550941,-1.113765,2
4106,'2020/12/08 21:22:56:450',15,0.012755,-0.00144,-0.005078,0.016687,0.0008,-0.005901,-0.022927,-1.550965,-1.114127,2
4107,'2020/12/08 21:22:56:499',15,-0.001389,0.005231,-0.000401,-0.009767,-0.009872,0.010247,-0.023641,-1.551094,-1.113872,2
4108,'2020/12/08 21:22:56:554',15,-0.000847,0.008236,-0.002055,0.041315,-0.015696,-0.059018,-0.021886,-1.551804,-1.113627,2
4109,'2020/12/08 21:22:56:605',15,0.00706,-0.009549,0.004603,0.015403,0.00226,-0.016151,-0.020476,-1.552012,-1.111931,2
4110,'2020/12/08 21:22:56:657',15,0.013833,-0.004034,-0.007052,0.048006,0.003599,-0.008702,-0.019584,-1.551736,-1.112218,2
4111,'2020/12/08 21:22:56:713',15,0.007418,-0.001534,0.004613,0.003506,-0.029164,-0.007674,-0.019205,-1.552644,-1.110647,2
4112,'2020/12/08 21:22:56:763',15,0.012356,-0.003303,0.005202,0.003936,0.011413,0.015548,-0.018929,-1.55288,-1.110987,2
4113,'2020/12/08 21:22:56:818',15,0.006623,0.000607,0.003519,-0.024652,0.004121,0.019561,-0.020085,-1.552686,-1.111299,2
4114,'2020/12/08 21:22:56:869',15,0.003904,0.0012,-0.005176,-0.00329,0.000191,0.015203,-0.0205,-1.553019,-1.112977,2
4115,'2020/12/08 21:22:56:926',15,0.004354,-0.000001,0.000208,-0.002351,-0.017709,-0.02124,-0.020312,-1.553188,-1.112737,2
4116,'2020/12/08 21:22:56:974',15,0.009162,-0.00606,-0.000774,-0.009291,0.015977,-0.002938,-0.019642,-1.553393,-1.113464,2
4117,'2020/12/08 21:22:57:026',15,0.006,0.006476,0.000083,-0.00819,-0.022158,-0.00475,-0.019725,-1.553314,-1.113989,2
4118,'2020/12/08 21:22:57:102',15,0.004609,-0.012358,-0.002524,0.018319,0.007367,0.010777,-0.019531,-1.553785,-1.114851,2
4119,'2020/12/08 21:22:57:133',15,-0.005169,0.003081,0.00305,-0.037734,-0.003964,-0.012051,-0.020252,-1.553933,-1.11611,2
4120,'2020/12/08 21:23:05:084',16,-0.00006,0.002774,0.002244,-0.013749,-0.035835,-0.027553,0.718851,-2.932031,0.175811,3
4121,'2020/12/08 21:23:05:132',16,0.001552,0.010263,-0.006951,-0.032586,0.022036,0.024727,0.72051,-2.930546,0.174142,3
4122,'2020/12/08 21:23:05:184',16,0.00416,0.012073,-0.012508,-0.01175,-0.030646,-0.024923,0.721356,-2.931219,0.174356,3
4123,'2020/12/08 21:23:05:237',16,0.009393,0.004221,-0.008417,-0.00096,-0.005681,0.03099,0.721283,-2.931005,0.173425,3
4124,'2020/12/08 21:23:05:289',16,-0.017364,-0.000467,0.015414,-0.041469,0.016579,-0.011407,0.72201,-2.930714,0.171802,3
4125,'2020/12/08 21:23:05:341',16,0.008412,0.000977,-0.005445,-0.049957,0.074352,0.020288,0.725281,-2.928754,0.172348,3
4126,'2020/12/08 21:23:05:395',16,0.002414,0.003886,0.003874,-0.063957,0.030427,0.019334,0.726415,-2.923836,0.169331,3
4127,'2020/12/08 21:23:05:448',16,0.008725,0.0082,-0.011581,-0.041054,0.042735,0.054561,0.728945,-2.920034,0.166708,3
4128,'2020/12/08 21:23:05:500',16,-0.008039,0.004897,-0.008129,-0.008318,-0.007035,0.028562,0.72957,-2.917109,0.164018,3
4129,'2020/12/08 21:23:05:552',16,-0.003799,-0.004659,-0.002874,-0.022202,0.019457,0.011836,0.730465,-2.916991,0.163644,3
4130,'2020/12/08 21:23:05:605',16,-0.007034,-0.004447,0.000284,-0.063199,0.022662,-0.010412,0.732349,-2.914837,0.162548,3
4131,'2020/12/08 21:23:05:657',16,0.001734,-0.000929,-0.008354,-0.063613,0.053116,0.026354,0.735586,-2.911613,0.160919,3
4132,'2020/12/08 21:23:05:710',16,0.003628,0.014483,-0.013193,-0.044302,0.031784,-0.002317,0.737997,-2.908513,0.159619,3
4133,'2020/12/08 21:23:05:762',16,0.00161,0.008669,-0.01058,0.026495,-0.015626,-0.00677,0.738287,-2.907903,0.160285,3
4134,'2020/12/08 21:23:05:816',16,0.007657,-0.003519,-0.000629,0.000857,0.004686,0.010944,0.737796,-2.908958,0.162193,3
4135,'2020/12/08 21:23:05:869',16,-0.010441,-0.002698,0.010204,-0.009831,-0.010864,-0.003437,0.737731,-2.908443,0.161881,3
4136,'2020/12/08 21:23:05:920',16,0.006666,0.004544,-0.008436,-0.031939,-0.005928,-0.014135,0.739911,-2.908818,0.163202,3
4137,'2020/12/08 21:23:05:973',16,-0.002348,0.012166,-0.014315,0.044685,-0.040389,-0.015561,0.738765,-2.910078,0.163171,3
4138,'2020/12/08 21:23:06:033',16,-0.000289,0.000265,-0.000388,0.004042,-0.009095,0.015738,0.738106,-2.912149,0.163887,3
4139,'2020/12/08 21:23:06:079',16,-0.009463,0.005116,-0.011157,0.02958,-0.033242,-0.032078,0.737464,-2.913265,0.164566,3
4140,'2020/12/08 21:23:06:130',16,0.001172,-0.003938,-0.000123,0.006088,-0.006407,-0.012414,0.736385,-2.91588,0.167156,3
4141,'2020/12/08 21:23:06:184',16,0.000554,0.002823,-0.006311,0.007389,-0.0109,-0.004324,0.736511,-2.916055,0.167681,3
4142,'2020/12/08 21:23:06:237',16,-0.003019,0.003228,-0.002153,0.000271,-0.011876,-0.024023,0.736398,-2.917412,0.16899,3
4143,'2020/12/08 21:23:06:290',16,-0.001041,0.009527,-0.005233,0.004859,0.001467,-0.006797,0.736662,-2.917154,0.169403,3
4144,'2020/12/08 21:23:06:342',16,0.000721,0.001764,-0.001787,0.061039,-0.073755,-0.04779,0.73463,-2.921632,0.172846,3
4145,'2020/12/08 21:23:06:400',16,0.004738,-0.003805,0.010532,-0.007059,-0.028981,-0.004482,0.733418,-2.925216,0.174902,3
4146,'2020/12/08 21:23:06:450',16,0.012007,0.001321,-0.005823,-0.013476,-0.024009,0.034297,0.734053,-2.925314,0.174087,3
4147,'2020/12/08 21:23:06:504',16,-0.016005,0.011625,-0.004106,0.006338,-0.052893,-0.037693,0.733669,-2.927719,0.17408,3
4148,'2020/12/08 21:23:06:555',16,0.010279,0.001286,-0.02192,0.012867,-0.003466,0.006214,0.73339,-2.928057,0.175119,3
4149,'2020/12/08 21:23:06:607',16,-0.002948,0.005909,-0.016775,0.077832,-0.021649,-0.026229,0.731173,-2.929995,0.17656,3
4150,'2020/12/08 21:23:06:663',16,0.002619,-0.002028,-0.002606,0.065175,0.006858,-0.023571,0.728673,-2.932403,0.179915,3
4151,'2020/12/08 21:23:06:713',16,-0.006949,0.00037,0.001987,0.052667,0.000811,-0.022774,0.726388,-2.933544,0.181338,3
4152,'2020/12/08 21:23:06:764',16,0.007974,-0.000291,-0.00079,0.003599,0.019106,-0.023655,0.725931,-2.933797,0.183263,3
4153,'2020/12/08 21:23:06:824',16,0.000025,0.008538,-0.008185,0.041804,0.007018,-0.013624,0.724557,-2.933615,0.183406,3
4154,'2020/12/08 21:23:06:872',16,0.008195,0.003883,-0.002663,0.037867,0.005077,-0.01622,0.723314,-2.935232,0.1854,3
4155,'2020/12/08 21:23:06:921',16,0.012801,0.013142,-0.006278,0.065277,-0.003622,-0.00234,0.720497,-2.936116,0.186306,3
4156,'2020/12/08 21:23:06:974',16,0.007192,0.007802,-0.00355,0.073228,-0.032373,0.033678,0.716411,-2.936633,0.185254,3
4157,'2020/12/08 21:23:07:026',16,-0.011976,0.000112,0.007712,0.063685,-0.021388,-0.019851,0.712877,-2.939766,0.186563,3
4158,'2020/12/08 21:23:07:081',16,-0.003847,-0.005839,-0.000124,0.048328,0.003439,-0.040234,0.711022,-2.941558,0.188664,3
4159,'2020/12/08 21:23:07:131',16,0.002158,-0.000697,0.000446,0.039715,0.014438,-0.032402,0.708608,-2.943135,0.19132,3
4160,'2020/12/08 21:23:07:185',16,0.004684,0.005699,-0.005297,0.003131,0.021106,0.005034,0.707968,-2.94178,0.191444,3
4161,'2020/12/08 21:23:07:236',16,-0.000914,0.011319,-0.010822,0.057114,-0.007575,0.015767,0.706369,-2.940907,0.190487,3
4162,'2020/12/08 21:23:07:302',16,-0.009079,0.005299,-0.005327,0.07367,0.019434,-0.038516,0.703433,-2.941887,0.191688,3
4163,'2020/12/08 21:23:07:342',16,0.019912,0.012384,-0.008506,0.048694,0.002601,-0.03022,0.700342,-2.94382,0.196009,3
4164,'2020/12/08 21:23:07:395',16,0.00001,0.001486,0.005714,0.040969,0.020413,0.018733,0.697807,-2.943441,0.195594,3
4165,'2020/12/08 21:23:07:448',16,-0.010937,-0.001857,0.006555,0.033577,0.036856,0.036214,0.696073,-2.941468,0.194057,3
4166,'2020/12/08 21:23:07:500',16,-0.00911,-0.003973,0.006099,0.016298,0.006252,0.00151,0.69443,-2.940698,0.193246,3
4167,'2020/12/08 21:23:07:552',16,0.003125,0.004993,0.000415,-0.010277,0.028449,0.00415,0.694443,-2.938429,0.191667,3
4168,'2020/12/08 21:23:07:605',16,0.0022,0.007185,-0.014377,0.024621,-0.020418,-0.00647,0.694138,-2.937824,0.190882,3
4169,'2020/12/08 21:23:07:660',16,-0.01234,-0.000443,0.002175,-0.025337,-0.039852,-0.020954,0.693286,-2.939528,0.190597,3
4170,'2020/12/08 21:23:07:712',16,0.008833,0.005305,-0.008655,-0.022478,-0.010416,0.00992,0.695524,-2.941589,0.190508,3
4171,'2020/12/08 21:23:07:763',16,0.003633,0.006068,0.001062,-0.009451,0.031237,0.040914,0.695286,-2.937466,0.18618,3
4172,'2020/12/08 21:23:07:815',16,0.00333,-0.000064,0.025808,-0.094722,0.090686,0.047813,0.697635,-2.933863,0.183282,3
4173,'2020/12/08 21:23:07:868',16,0.00019,0.009322,-0.00978,-0.036596,0.021567,0.008309,0.700628,-2.928204,0.179701,3
4174,'2020/12/08 21:23:07:920',16,0.002532,0.002536,0.001634,-0.021044,-0.000622,0.000385,0.700653,-2.929537,0.179908,3
4175,'2020/12/08 21:23:07:973',16,-0.000783,0.011443,-0.018279,-0.010788,-0.01308,-0.021008,0.702206,-2.928891,0.179498,3
4176,'2020/12/08 21:23:08:026',16,-0.016941,0.009116,-0.014404,0.050377,-0.021434,-0.070926,0.701058,-2.931897,0.182061,3
4177,'2020/12/08 21:23:08:081',16,0.008264,-0.000177,-0.006755,0.02983,0.002063,-0.049328,0.700059,-2.93522,0.187978,3
4178,'2020/12/08 21:23:08:135',16,-0.005412,0.011215,-0.013061,0.063959,0.008096,-0.0491,0.698197,-2.935553,0.189975,3
4179,'2020/12/08 21:23:08:187',16,0.00671,0.002091,0.008212,0.040947,0.006422,-0.012039,0.69571,-2.937157,0.193864,3
4180,'2020/12/08 21:23:08:237',16,0.002653,0.002541,0.008422,0.000781,0.023655,-0.014742,0.695044,-2.937248,0.195416,3
4181,'2020/12/08 21:23:08:289',16,0.004293,0.002687,0.001413,-0.00981,0.0019,0.016192,0.694916,-2.93647,0.195462,3
4182,'2020/12/08 21:23:08:344',16,0.002739,0.010439,-0.009798,-0.012012,0.008275,-0.000736,0.695354,-2.936735,0.195712,3
4183,'2020/12/08 21:23:08:394',16,0.009173,0.008199,-0.019182,0.014472,-0.002759,0.028637,0.694961,-2.935939,0.195174,3
4184,'2020/12/08 21:23:08:448',16,-0.007939,0.008015,0.003908,-0.007896,0.054108,0.005136,0.694205,-2.934943,0.194834,3
4185,'2020/12/08 21:23:08:499',16,0.001533,0.001113,-0.008172,0.026032,0.012205,0.001003,0.694178,-2.933167,0.194873,3
4186,'2020/12/08 21:23:08:552',16,-0.002642,-0.001976,0.017568,-0.059821,0.043381,0.021156,0.69419,-2.931128,0.193105,3
4187,'2020/12/08 21:23:08:605',16,0.005802,0.013192,-0.013906,-0.008675,-0.004145,0.007394,0.696019,-2.92817,0.190198,3
4188,'2020/12/08 21:23:08:658',16,0.007518,0.008401,-0.002007,0.01204,-0.022573,0.010628,0.694866,-2.929568,0.190255,3
4189,'2020/12/08 21:23:08:710',16,0.000603,-0.001888,0.002466,-0.003013,0.00211,0.017837,0.694484,-2.929965,0.189412,3
4190,'2020/12/08 21:23:08:762',16,-0.009045,-0.006125,0.006827,-0.029566,-0.020269,-0.002714,0.694867,-2.930146,0.188235,3
4191,'2020/12/08 21:23:08:815',16,-0.005724,0.009497,-0.006544,-0.034542,0.000402,-0.010194,0.696453,-2.929523,0.187261,3
4192,'2020/12/08 21:23:08:868',16,0.004053,0.009907,-0.012861,-0.010782,-0.005325,0.019409,0.697426,-2.928864,0.186366,3
4193,'2020/12/08 21:23:08:922',16,-0.001386,0.009038,-0.018017,0.005242,-0.002345,0.012087,0.697825,-2.928048,0.185071,3
4194,'2020/12/08 21:23:08:973',16,0.005224,-0.001073,-0.000335,0.013338,-0.000568,0.016477,0.696798,-2.929167,0.184773,3
4195,'2020/12/08 21:23:09:030',16,-0.007289,-0.005276,0.013422,-0.03337,0.015499,0.027426,0.697087,-2.926854,0.181601,3
4196,'2020/12/08 21:23:09:079',16,-0.001951,0.008966,-0.001029,-0.030977,0.034459,-0.008286,0.698707,-2.925704,0.180642,3
4197,'2020/12/08 21:23:09:131',16,0.009502,0.00418,-0.012063,0.008198,-0.009173,0.002598,0.698613,-2.924711,0.180247,3
4198,'2020/12/08 21:23:09:188',16,0.000248,0.01443,-0.015743,0.006098,0.039377,0.009642,0.69849,-2.923702,0.179727,3
4199,'2020/12/08 21:23:09:236',16,-0.010231,0.002053,0.00327,0.054538,-0.022312,-0.012209,0.696755,-2.924222,0.180335,3
4200,'2020/12/08 21:23:09:290',16,-0.001716,-0.010956,0.019088,-0.033692,0.021089,0.002399,0.696326,-2.924383,0.181495,3
4201,'2020/12/08 21:23:09:341',16,0.006212,0.001502,0.000809,-0.042464,0.004588,0.011306,0.697927,-2.922606,0.179476,3
4202,'2020/12/08 21:23:09:394',16,0.014544,0.014056,-0.019689,-0.012426,-0.019585,0.024809,0.699596,-2.921149,0.177424,3
4203,'2020/12/08 21:23:09:447',16,-0.010416,0.009831,-0.001102,0.011598,-0.025933,0.014302,0.69892,-2.922436,0.176537,3
4204,'2020/12/08 21:23:09:503',16,-0.001416,-0.003033,-0.009919,0.002973,-0.028183,0.015278,0.69872,-2.922762,0.175471,3
4205,'2020/12/08 21:23:09:554',16,-0.006307,0.000686,-0.001029,-0.001317,0.004257,-0.005466,0.698515,-2.924322,0.175877,3
4206,'2020/12/08 21:23:09:605',16,0.016468,-0.002446,-0.010071,-0.028955,0.030813,0.02449,0.699666,-2.92285,0.175586,3
4207,'2020/12/08 21:23:09:881',16,0.000775,0.008938,-0.006923,0.012205,0.033272,0.012758,0.699388,-2.919948,0.173336,3
4208,'2020/12/08 21:23:09:882',16,0.000606,-0.000878,0.00191,0.024995,0.014218,0.020227,0.697767,-2.918725,0.172409,3
4209,'2020/12/08 21:23:09:882',16,0.000392,-0.000021,-0.002404,-0.014652,0.015345,0.002877,0.697791,-2.917087,0.171559,3
4210,'2020/12/08 21:23:09:882',16,-0.00204,0.001551,-0.005798,-0.002514,0.001585,-0.019503,0.698129,-2.916846,0.17126,3
4211,'2020/12/08 21:23:09:923',16,-0.001261,0.005742,-0.00535,0.006041,0.021621,-0.002463,0.698222,-2.91644,0.171152,3
4212,'2020/12/08 21:23:09:975',16,0.000804,0.00338,-0.00131,0.010571,0.025294,-0.014931,0.698027,-2.915836,0.172539,3
4213,'2020/12/08 21:23:10:026',16,0.00727,0.003695,-0.002306,0.002375,0.023472,0.006488,0.697782,-2.914786,0.172573,3
4214,'2020/12/08 21:23:10:079',16,0.004045,0.00763,-0.004819,0.008697,0.020505,0.002973,0.69764,-2.913716,0.172177,3
4215,'2020/12/08 21:23:10:131',16,0.0055,0.004719,-0.005246,0.015924,0.009499,0.008443,0.697127,-2.913891,0.172543,3
4216,'2020/12/08 21:23:10:189',16,0.00077,0.000665,0.000699,-0.000352,0.006668,0.008273,0.696098,-2.913558,0.172634,3
4217,'2020/12/08 21:23:10:238',16,0.012789,0.009891,-0.029605,0.022203,0.042246,0.031166,0.695972,-2.911528,0.171771,3
4218,'2020/12/08 21:23:10:290',16,-0.012267,0.006025,-0.002103,0.065588,-0.013895,0.003558,0.693025,-2.910861,0.170998,3
4219,'2020/12/08 21:23:10:342',16,-0.007466,-0.007398,0.02471,0.000993,0.060466,0.002747,0.691704,-2.911289,0.172528,3
4220,'2020/12/08 21:23:10:396',16,0.012205,-0.00184,-0.004271,0.000952,-0.017758,-0.005759,0.691848,-2.908285,0.171825,3
4221,'2020/12/08 21:23:10:446',16,0.005397,0.003551,-0.005576,-0.030473,0.010564,0.005395,0.692112,-2.908052,0.171498,3
4222,'2020/12/08 21:23:10:521',16,-0.000994,0.015008,-0.02254,0.027821,0.005481,0.026671,0.692247,-2.907473,0.170602,3
4223,'2020/12/08 21:23:10:552',16,-0.012924,0.008229,-0.007793,0.055103,0.014556,-0.018644,0.690459,-2.907802,0.171276,3
4224,'2020/12/08 21:23:10:606',16,-0.007167,-0.011753,0.017894,-0.001806,0.035134,-0.014103,0.688352,-2.907133,0.172028,3
4225,'2020/12/08 21:23:10:656',16,0.004931,0.003962,-0.00608,-0.001002,0.035043,-0.012558,0.689199,-2.90514,0.172064,3
4226,'2020/12/08 21:23:17:447',17,0.011327,-0.007582,-0.001909,-0.337192,-0.054074,-0.046001,0.931178,-0.280689,-2.522715,4
4227,'2020/12/08 21:23:17:503',17,0.007234,0.005491,-0.012007,-0.165073,-0.071888,-0.102332,0.920084,-0.276283,-2.531342,4
4228,'2020/12/08 21:23:17:552',17,0.014817,-0.012066,-0.022648,-0.025485,-0.013545,0.071629,0.915623,-0.273776,-2.537638,4
4229,'2020/12/08 21:23:17:604',17,-0.028964,-0.021261,0.008677,-0.039136,-0.004274,0.095477,0.913931,-0.281857,-2.526639,4
4230,'2020/12/08 21:23:17:657',17,0.005866,-0.00519,-0.028868,-0.024006,-0.010109,-0.00847,0.908582,-0.278954,-2.529446,4
4231,'2020/12/08 21:23:17:709',17,0.019628,0.000537,0.034772,-0.150115,-0.159281,-0.075466,0.908516,-0.282051,-2.531102,4
4232,'2020/12/08 21:23:17:765',17,0.043652,-0.020765,0.001035,-0.255022,-0.132788,0.15515,0.895351,-0.285636,-2.536354,4
4233,'2020/12/08 21:23:17:817',17,-0.012734,-0.0005,-0.020627,-0.085224,-0.05989,0.242389,0.886688,-0.300044,-2.522356,4
4234,'2020/12/08 21:23:17:871',17,-0.044421,0.009621,-0.012022,-0.108622,-0.009139,-0.082522,0.881423,-0.300608,-2.52146,4
4235,'2020/12/08 21:23:17:930',17,0.013025,-0.010992,-0.019183,-0.040778,-0.004773,0.024666,0.87848,-0.298852,-2.525145,4
4236,'2020/12/08 21:23:17:974',17,0.026059,-0.004976,0.004714,-0.146646,-0.05186,0.12854,0.87156,-0.305823,-2.519351,4
4237,'2020/12/08 21:23:18:026',17,-0.01079,-0.001647,-0.007426,-0.077126,-0.056197,0.066818,0.864044,-0.312097,-2.514112,4
4238,'2020/12/08 21:23:18:082',17,-0.020519,-0.002362,-0.013351,-0.023141,0.005612,0.023518,0.860824,-0.312903,-2.514056,4
4239,'2020/12/08 21:23:18:130',17,-0.003828,-0.001252,-0.008403,-0.022296,-0.000815,-0.006691,0.860093,-0.313607,-2.512762,4
4240,'2020/12/08 21:23:18:184',17,0.006802,0.002891,-0.00874,-0.053848,0.015198,0.017076,0.857233,-0.313236,-2.513155,4
4241,'2020/12/08 21:23:18:236',17,0.003004,0.009189,-0.010694,-0.02787,-0.027019,-0.013604,0.854828,-0.313858,-2.512366,4
4242,'2020/12/08 21:23:18:289',17,-0.012275,-0.01395,-0.010712,0.010799,0.027654,0.045378,0.854029,-0.313991,-2.512377,4
4243,'2020/12/08 21:23:18:341',17,-0.011944,-0.006379,-0.000915,-0.04248,0.006232,-0.048074,0.852572,-0.312663,-2.511946,4
4244,'2020/12/08 21:23:18:398',17,0.010842,-0.009632,-0.010073,-0.005101,-0.005522,-0.027009,0.851895,-0.309937,-2.514974,4
4245,'2020/12/08 21:23:18:447',17,0.013068,0.004488,-0.000331,-0.020648,-0.046923,-0.004819,0.851671,-0.310777,-2.515608,4
4246,'2020/12/08 21:23:18:500',17,-0.01663,-0.012481,0.001845,-0.046385,-0.012971,0.022885,0.850489,-0.311674,-2.51642,4
4247,'2020/12/08 21:23:18:552',17,-0.018235,-0.00714,-0.015471,-0.027389,0.023728,0.048977,0.847671,-0.31173,-2.51578,4
4248,'2020/12/08 21:23:18:605',17,-0.009198,0.000416,-0.011905,-0.024266,0.030425,-0.001098,0.846432,-0.312348,-2.513109,4
4249,'2020/12/08 21:23:18:656',17,0.011085,0.006293,-0.007356,-0.001766,-0.001461,-0.031316,0.845676,-0.311233,-2.514241,4
4250,'2020/12/08 21:23:18:710',17,0.014545,-0.004202,-0.001717,-0.003015,-0.025246,0.040656,0.845359,-0.31208,-2.513943,4
4251,'2020/12/08 21:23:18:780',17,-0.012339,-0.002714,-0.004152,-0.05275,-0.022789,0.036528,0.842363,-0.31425,-2.512087,4
4252,'2020/12/08 21:23:18:815',17,-0.009684,-0.006383,-0.011121,0.006161,0.001327,0.031913,0.841574,-0.315094,-2.510588,4
4253,'2020/12/08 21:23:18:867',17,0.007111,-0.000569,-0.012094,-0.030495,-0.006204,0.009902,0.839858,-0.315641,-2.509083,4
4254,'2020/12/08 21:23:18:922',17,-0.009016,-0.003391,0.00019,0.006915,0.012968,-0.004223,0.839791,-0.316748,-2.507188,4
4255,'2020/12/08 21:23:18:973',17,0.006206,-0.004467,-0.007521,0.002743,0.001032,0.013629,0.839185,-0.315533,-2.508013,4
4256,'2020/12/08 21:23:19:025',17,-0.009727,-0.011913,0.004775,-0.033465,-0.015868,0.016326,0.838591,-0.318001,-2.505397,4
4257,'2020/12/08 21:23:19:083',17,0.004978,-0.004016,-0.008497,0.00619,-0.019191,0.0329,0.836962,-0.318815,-2.505737,4
4258,'2020/12/08 21:23:19:151',17,-0.015999,-0.011702,0.00239,-0.039118,-0.005852,0.006644,0.836421,-0.321598,-2.503143,4
4259,'2020/12/08 21:23:19:184',17,0.000579,-0.002304,-0.013981,-0.013263,-0.018146,0.004075,0.8346,-0.320939,-2.504393,4
4260,'2020/12/08 21:23:19:236',17,-0.006362,-0.002004,-0.007261,-0.004761,0.001343,-0.008781,0.834683,-0.321787,-2.504042,4
4261,'2020/12/08 21:23:19:290',17,0.006482,0.005843,-0.007891,0.005964,0.002261,0.003764,0.834235,-0.320993,-2.504996,4
4262,'2020/12/08 21:23:19:344',17,0.002585,0.000933,0.001289,0.006452,-0.001293,0.038951,0.834466,-0.323056,-2.502286,4
4263,'2020/12/08 21:23:19:394',17,-0.00343,-0.006268,-0.012408,0.010125,0.004437,0.029032,0.833559,-0.323867,-2.500467,4
